"Libellé";"idBank";"Dernière mise à jour";"Période";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Nuitées dans l'hôtellerie de plein air - Total - Aube";"010754930";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"242";"137";"168";"233";"259"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Aude";"010754931";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1526";"1021";"1511";"1641";"1820"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Aveyron";"010754932";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1072";"830";"1122";"1167";"1157"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Bouches-du-Rhône";"010754933";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1701";"900";"1463";"1720";"1755"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Calvados";"010754934";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"2127";"1292";"1744";"2454";"2596"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Cantal";"010754935";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"352";"313";"371";"432";"419"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Charente";"010754936";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"154";"94";"122";"161";"162"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Charente-Maritime";"010754937";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"7297";"5018";"6865";"8045";"8549"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Cher";"010754938";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"119";"75";"90";"129";"158"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Corrèze";"010754939";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"538";"431";"523";"587";"572"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Côte-d'Or";"010754943";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"360";"250";"275";"410";"452"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Côtes-d'Armor";"010754944";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"2045";"1379";"1804";"2332";"2475"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Creuse";"010754945";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"137";"99";"136";"169";"175"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Dordogne";"010754946";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"3325";"2276";"2912";"3424";"3597"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Doubs";"010754947";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"344";"238";"264";"405";"443"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Drôme";"010754948";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1570";"1000";"1489";"1695";"1732"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Eure";"010754949";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"191";"101";"146";"188";"227"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Eure-et-Loir";"010754950";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"107";"54";"64";"80";"85"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Finistère";"010754951";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"4432";"2993";"4006";"4892";"5197"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Corse-du-Sud";"010754940";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"2136";"1141";"1895";"2221";"2021"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Corse";"010754942";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"2080";"968";"1754";"2179";"1896"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Gard";"010754941";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"3337";"1985";"3081";"3430";"3499"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Garonne";"010754952";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"296";"189";"275";"304";"298"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Gers";"010754953";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"409";"261";"357";"404";"398"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Gironde";"010754954";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"5252";"3626";"4767";"5139";"5414"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Hérault";"010754955";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"9183";"5630";"8579";"10024";"10403"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Ille-et-Vilaine";"010754956";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1215";"687";"1014";"1367";"1409"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Indre";"010754957";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"141";"92";"121";"189";"197"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Indre-et-Loire";"010754958";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"657";"360";"496";"689";"761"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Isère";"010754959";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"996";"750";"926";"1134";"1214"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Jura";"010754960";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1118";"848";"928";"1155";"1181"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Landes";"010754961";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"6759";"4687";"6065";"6899";"7180"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Loir-et-Cher";"010754962";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"876";"514";"754";"994";"1212"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Loire";"010754963";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"123";"100";"128";"149";"158"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Loire";"010754964";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"259";"200";"247";"290";"332"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Loire-Atlantique";"010754965";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"2554";"1657";"2405";"2869";"3025"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Loiret";"010754966";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"267";"139";"195";"274";"298"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Lot";"010754967";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"969";"747";"898";"991";"1002"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Lot-et-Garonne";"010754968";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"353";"247";"315";"317";"332"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Lozère";"010754969";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"541";"468";"588";"599";"607"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Maine-et-Loire";"010754970";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"722";"402";"564";"796";"898"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Manche";"010754971";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1349";"864";"1197";"1601";"1715"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Marne";"010754972";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"111";"65";"97";"143";"153"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Marne";"010754973";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"214";"123";"149";"243";"263"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Mayenne";"010754974";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"93";"53";"84";"116";"119"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Meurthe-et-Moselle";"010754975";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"99";"41";"64";"114";"129"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Meuse";"010754976";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"91";"51";"65";"90";"91"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Morbihan";"010754977";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"4482";"3026";"4133";"5050";"5345"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Moselle";"010754978";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"291";"170";"207";"350";"415"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Nièvre";"010754979";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"270";"205";"247";"304";"312"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Nord";"010754980";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"304";"138";"224";"329";"391"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Oise";"010754981";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"142";"84";"94";"138";"153"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Orne";"010754982";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"110";"50";"71";"107";"113"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Pas-de-Calais";"010754983";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"770";"472";"599";"864";"893"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Puy-de-Dôme";"010754984";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1046";"834";"1034";"1189";"1273"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Pyrénées-Atlantiques";"010754985";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"2080";"1434";"1899";"2217";"2304"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Hautes-Pyrénées";"010754986";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"861";"670";"839";"901";"962"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Pyrénées-Orientales";"010754987";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"7054";"4555";"6507";"7439";"7540"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Bas-Rhin";"010754988";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"506";"246";"287";"552";"666"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Haut-Rhin";"010754989";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"753";"359";"460";"808";"916"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Rhône";"010754990";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"229";"104";"177";"225";"231"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Saône";"010754991";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"137";"90";"100";"132";"174"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Saône-et-Loire";"010754992";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"529";"355";"423";"600";"648"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Sarthe";"010754993";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"316";"191";"255";"358";"377"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Savoie";"010754994";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"739";"563";"705";"881";"898"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Savoie";"010754995";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1510";"1106";"1415";"1786";"2011"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Paris";"010754996";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"O";"O";"O";"O";"O"
"Nuitées dans l'hôtellerie de plein air - Total - Seine-Maritime";"010754997";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"650";"410";"534";"807";"824"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Seine-et-Marne";"010754998";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1015";"137";"426";"972";"1146"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Yvelines";"010754999";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"256";"93";"144";"269";"311"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Deux-Sèvres";"010755000";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"144";"84";"129";"170";"175"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Somme";"010755001";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1063";"691";"949";"1445";"1517"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Tarn";"010755002";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"298";"234";"282";"307";"340"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Tarn-et-Garonne";"010755003";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"194";"149";"178";"189";"192"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Var";"010755004";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"8086";"4605";"7167";"8978";"9032"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Vaucluse";"010755005";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1641";"943";"1576";"1715";"1793"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Vendée";"010755006";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"8778";"5688";"7603";"9224";"9715"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Vienne";"010755007";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"348";"193";"287";"394";"434"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Vienne";"010755008";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"217";"134";"172";"221";"218"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Vosges";"010755009";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"701";"499";"517";"767";"862"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Yonne";"010755010";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"220";"158";"156";"241";"242"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Territoire de Belfort";"010755011";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"41";"19";"23";"41";"0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"O"
"Nuitées dans l'hôtellerie de plein air - Total - Essonne";"010755012";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"137";"50";"91";"140";"156"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Hauts-de-Seine";"010755158";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"O"
"Nuitées dans l'hôtellerie de plein air - Total - Seine-Saint-Denis";"010755013";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"O";"O";"O";"O";"O"
"Nuitées dans l'hôtellerie de plein air - Total - Val-de-Marne";"010755014";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"O";"O";"O";"O";"O"
"Nuitées dans l'hôtellerie de plein air - Total - Val-d'Oise";"010755015";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"69";"23";"29";"48";"51"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - France métropolitaine";"010754920";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"126276";"81224";"112320";"135708";"141673"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Île-de-France";"010754907";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"1851";"369";"829";"1709";"1984"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Centre-Val de Loire";"010754908";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"2167";"1234";"1721";"2356";"2712"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Bourgogne-Franche-Comté";"010754909";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"3019";"2164";"2418";"3287";"3498"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Normandie";"010754919";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"4427";"2717";"3693";"5157";"5475"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Hauts-de-France";"010754910";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"2817";"1470";"1986";"3180";"3411"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Grand Est";"010754911";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"3191";"1806";"2153";"3513";"3972"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Pays de la Loire";"010754912";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"12462";"7991";"10911";"13363";"14133"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Bretagne";"010754913";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"12173";"8086";"10956";"13641";"14426"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Nouvelle-Aquitaine";"010754914";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"26604";"18324";"24192";"27743";"29113"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Occitanie";"010754915";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"26222";"17090";"24654";"27919";"28737"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Auvergne-Rhône-Alpes";"010754916";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"11823";"8480";"10990";"13019";"13695"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Provence-Alpes-Côte d'Azur";"010754917";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"15303";"9384";"14169";"16422";"16600"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Total - Corse";"010754918";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"4216";"2109";"3649";"4400";"3918"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Non-résidents - Ain";"010755030";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"212";"106";"146";"231";"274"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Non-résidents - Aisne";"010755031";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"457";"35";"38";"298";"351"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Non-résidents - Allier";"010755032";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"71";"45";"62";"82";"98"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Non-résidents - Alpes-de-Haute-Provence";"010755033";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"626";"334";"466";"628";"610"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A"
"Nuitées dans l'hôtellerie de plein air - Non-résidents - Hautes-Alpes";"010755034";"21/03/2024 11:40";"";"";"";"";"";"";"";"";"";"";"471";"301";"409";"437";"434"
